q01_num_hijos,q02a_age_2nd_child_to_1st,q02b_age_3rd_child_to_1st,q02c_age_4th_child_to_1st,q03_help,q04_excedencia_all,q05_duration_child,q06_duration_child,q07_duration_child,q08_main_reason,q09a_secondary_reason,q09b_secondary_reason,q09c_secondary_reason,q09d_secondary_reason,q10_diff_reasons,q11_other_ask,q12_other_not_reason,q13a_conciliation_opts,q13b_conciliation_opts,q13c_conciliation_opts,q14_company_reaction,q15_mates_reaction,q16_formation_time,q17_work_during,q18_back_work,q19_tasks_after,q20_current_tasks,q21_excedencia_general_evaluation,q22_excedencia_needs_improvements,q23_excedencia_specify_improvements,q24_conciliation_general_evaluation,q25_conciliation_needs_improvements,q26_conciliation_specify_improvements,q27_experience_description,q28_comments,q29_genre,q31_civil_status,q32_education,q33_job,q34_contract
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,"6 meses, primer y único hijo ",,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,otros: En ese momento el otro progenitor estaba estudiando,Reducción de jornada,NA,NA,Comprensión,Comprensión,"otros: No disponia de tiempo, todo era para cuidar al bebé",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,7,"Sí, creo que necesita alguna mejora.",La reincorporación laboral debería adaptarse a los horarios de los progenitores para el cuidado del menor,7,"Sí, creo que necesita alguna mejora.",Que no resten antigüedad en el periodo q se esta de vacaciones,Periodo complicado pero gratificante ,Creo que no,Mujer,Separado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,7 meses,,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,7,"Sí, creo que necesita alguna mejora.",Más tiempo de permiso de maternidad.,5,"Sí, creo que necesita alguna mejora.",Jornadas laborales más reducidas.,Maravillosa. Recomendable. Reptible.,No,Mujer,Vivo en pareja,Formación profesional ,Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,7,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Asumí tareas de mayor responsabilidad ,Es de mayor rango ,5,"No, considero que funciona bien.",Flexibilidad de horariola a la vuelta,6,"Sí, creo que necesita alguna mejora.",Extensible a todas las mujeres q lo soliciten,La mejor decisión de mi vida,Que disfrute muchisimo,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,12,1,no,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,,7,"No, considero que funciona bien.",,1,"Sí, creo que necesita alguna mejora.","horario flexible, jornada continua,disponibilidad para no ir a trabajar si el niño enferma","necesaria, importante, recomendable",,Mujer,Soltero/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"No, no cuento con nadie más",no,Reducción de 2 horas,,,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,No contaba con ayuda externa de familiares,NA,NA,NA,,no,otros: El tiene mejor horario para poder disfrutar de la niña ,Reducción de jornada,NA,NA,Comprensión,Indiferencia,"No, recurrí a una escuela infantil/cuidador/similar para tener tiempo","Sí, por cuenta ajena",otros: Mi reducción no ha terminado todavía ,otros: Mi reducción ni ha terminado ,No estoy trabajando actualmente,6,"Sí, creo que necesita alguna mejora.",Que aparte de reducirte la jornada se permitiera ponerme yo el horario ,5,"Sí, creo que necesita alguna mejora.",Que nos dejaran total libertad a los padre para organizarnos el trabajo ,Disfrutar de mi hija,,Mujer,Casado/a,Estudios secundarios ,Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,5,4,No,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,otros: No se acepta en su trabajo ,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,7,"No, considero que funciona bien.",,2,"Sí, creo que necesita alguna mejora.",Jornada continúa en los colegios. Y mayor posibilidad para el padre de conciliación en determinados sectores de actividad.,,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,3,,,otros: sentía que mi bebé necesitaba estar conmigo mas tiempo,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,"otros: Era yo, como madre, la que tenía que estar con el bebé",Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,otros: volví al mismo puesto con jornada reducida,Realicé la misma actividad que antes de la excedencia ,Es de mayor rango ,1,otros: creo que debería haber un permiso reumunerado de al menos 12 meses,que se remuneren las excedencias y se facilite que las madres/padres tomen esa opción,1,"Sí, creo que necesita alguna mejora.","es muy complicado optar por esas medidas en la mayoría de los puestos de trabajo, deberían ser mas accesibles y facilitadas por la administración","Tomé la decisión de pedir excedencia porque el permiso remunerado por maternidad es ridículo, mi bebé necesitaba de su figura maternante y opté por alargar mi ausencia del puesto de trabajo hasta que económicamente pude. Es de las mejores decisiones que he tomado y solo lamento no haber podido alargarlo hasta 1 año al menos",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,1 año ( aunque igual alargo mas),,,Quería dedicarme por completo a mi/s hijo/s,"Siento que mi hija es demasiado pequeña para alejarme tantas horas de ella, me necesita. Y los primeros meses además me parecía fundamental paraLa lactancia materna a demanda",NA,NA,NA,,no,otros: El progenitor es autónomo y esta con un proyecto laboralImportante que quizás nos resuelva que yo pueda alargar mi excedencia más de un año.,Flexibilidad de horario,La fexibilidad es sólo de media hora.,Reducción de jornada,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,"otros: Asumire tareas parecidas a las anteriores, misma categoria.",,4,"Sí, creo que necesita alguna mejora.","Tener mayor flexibilidad para poder trabajar desde casa o cambiar horarios y así conciliar mejor. Creo que ademas la
Baja maternal debería ser mas larga para
Facorecer la lactancia y un apego seguro.",1,"Sí, creo que necesita alguna mejora.","Más teletrabajo, y mayor baja maternal para la lactancia y mas baja paternal tb",Maravillosa y dura a la vez,,Mujer,Vivo en pareja,Formación profesional ,Trabajo en el sector privado,Indefinido
1,,,,"No, no cuento con nadie más",si,13,,,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,5,"Sí, creo que necesita alguna mejora.","Garantizar el mismo puesto de trabajo, lugar y horario a la vuelta.",4,"Sí, creo que necesita alguna mejora.","Facilitar horas de trabajo desde casa, mayor flexibilidad horaria, en especial alargando la jornada de verano en niños menores de 12, promover la jornada intensiva",Fui una privilegiada,"Sé de otras compañeras en el puesto actual que tras la vuelta han sido cambiadas de centro de trabajo, relegadas a tareas sin importancia a modo de castigo por""abusar"" de las excedencias, incluso siendo las jefas mujeres. La excedencia y cuidado a tiempo completo de los hijos no está valorado. La gente siente que no haces nada de importancia, que no eres productiva y presiona para que te incorpores.",Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,otros: Funcionaria de carrera
1,,,,"No, no cuento con nadie más",si,1 mes,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,Sentía que mi puesto de trabajo estaba asegurado,NA,,no,No aplica,Flexibilidad de horario,Reducción de jornada,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambié de puesto,Realicé la misma actividad que antes de la excedencia ,,1,"Sí, creo que necesita alguna mejora.",Que sea remunerada,1,"Sí, creo que necesita alguna mejora.",Alargar el permiso de maternidad hasta los 12 meses,"Es un lujo que lamentablemente muy pocas familias se pueden permitir y, como mínimo, durante el tiempo que el bebé es exclusivamente lactante necesita tener siempre a su madre ","Es inaceptable que el hecho de optar por la excedencia suponga que otros derechos (vacaciones, permisos, antigüedad, cotización...) se vean mermados",Mujer,Pareja de hecho,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,3 meses,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,otros: Aun estoy de excedencia,6,"No, considero que funciona bien.",,4,"Sí, creo que necesita alguna mejora.","Facilitar la conciliacion laboral (horarios fijos,posibilidad de juntar la jornada en varios dias seguidos y el resto de la semana librar...)","Experiencia maravillosa,muy gratificante y plena",,Mujer,Soltero/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,otros: Una mamá de día unas horas por la mañana,si,"1 año (posiblemente sean 2, aún estoy de excedencia)",,,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”),No tenía una opción real de adaptar la jornada a mis necesidades familiares ,"Salud de mi hija, se enfermaba continuamente en la guardería, desde los 9 meses hasta el año, que es cuando cogí la excedencia porque no podía más. Después detectaron una anemia muy fuerte, luego tuvo un virus...dos ingresos hospitalarios",NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,"La reduccion de jornada no significa reduccion de competencias ni de trabajo, sino se contrata a alguien para.cubrirlo, como fue mi caso, no es viable a largo plazo",Reducción de jornada,NA,"otros: Inicialmente yo dije que me iba, no pedí excedencia, la respuesta fue hostil...criticas/consejos a mi como mujer o mi futuro...me propusieron excedencia y acepte",Comprensión,"No, recurrí a una escuela infantil/cuidador/similar para tener tiempo","Sí, por cuenta propia",La excedencia no ha acabado aún,otros: Sigo de excedencia,,3,otros: Debería haber alguna ayuda o exención para las que tenemos que trabajar como autonomas porque con un sueldo nos es imposible vivir,"Deberia ponerse en valor la experiencia y el aprendizaje durante el periodo de cuidadi de hijos como.un plus a la hora de volver a trabajar por cuenta ajena, hoy por hoy, los empleadores lo ven como tiempo perdido",2,"Sí, creo que necesita alguna mejora.","Deberia ayudarse mediante incentivos a familias y empleadores para lograr poner en valor el cuidado de hijos. Ofrecer opciones de excedencia, flexibilidad de horarios, trabajar desde casa, reduccion real de jornada (es decir con reduccion de trabajo y competencias) como opciones normales ",El esfuerzo y el riesgo lo asumimos unicamente las familias,No deberiamos perder los beneficios de cotizacion de nuestro puesto por vernos obligadas a trabajar como autonomas para sobrevivir,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo por cuenta propia,Indefinido
1,,,,"otros: Los abuelos en momentos muy contados, nada habitual",si,4,,,otros: Mi peque fue prematuro y el primer año fue complicado en cuanto a enfermedades como bronquitis y otitis,NA,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,7,"No, considero que funciona bien.",,6,otros: Simplemente si las bajas de maternidad fueran más largas pensando en el bienestar de los niñ@s tal vez no habría que cogerse excedencias,,Maravillosa pero dura económicamente,,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
1,,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,36,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,7,"otros: Aumentaría un año, sin que te cambiarán tu puesto de trabajo, poder cobrar algo los primeros años",Ayudas económicas,3,"Sí, creo que necesita alguna mejora.","Dar más ayudas económicas, para poder pedir y disfrutar de la excedencia","Maravillosa, irrepetible, si pudiera la alargaría más",,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
